customer_id,churn_flag,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,phone_service,gender,senior_citizen,partner,dependents,tech_support,online_security,streaming_tv,streaming_movies,paperless_billing,num_products,last_activity_days
C00608,0,36,52.6,4062.45,Two Year,Credit Card,No Internet,No,Male,0,No,No,No,No,Yes,Yes,Yes,2,77
C00609,0,68,85.31,7811.88,Month-to-Month,Bank Transfer,No Internet,No,Female,0,No,Yes,No,Yes,Yes,Yes,Yes,2,14
C00610,0,7,100.5,5499.28,Month-to-Month,Bank Transfer,DSL,Yes,Female,1,Yes,No,Yes,No,No,No,Yes,4,44
C00611,1,54,61.04,3065.98,Two Year,Bank Transfer,DSL,No,Male,0,No,No,Yes,Yes,No,No,No,4,86
C00612,0,1,59.91,6420.58,One Year,Electronic Check,Fiber Optic,No,Male,0,No,No,Yes,No,Yes,No,Yes,5,82
C00613,0,44,74.19,7088.21,One Year,Electronic Check,No Internet,No,Female,1,No,Yes,No,Yes,No,No,No,5,48
C00614,1,45,73.23,1089.24,Two Year,Electronic Check,No Internet,No,Male,0,Yes,No,Yes,No,No,Yes,No,1,43
C00615,1,47,92.59,1684.37,Month-to-Month,Credit Card,DSL,No,Male,0,No,No,No,No,Yes,Yes,No,2,16
C00616,0,13,62.88,1808.19,One Year,Mailed Check,DSL,No,Male,1,Yes,No,Yes,Yes,No,No,Yes,5,35
C00617,0,22,109.65,5560.57,One Year,Electronic Check,Fiber Optic,No,Male,1,Yes,Yes,Yes,Yes,No,No,No,3,53
C00618,1,21,25.35,4864.01,One Year,Credit Card,Fiber Optic,No,Female,0,No,No,Yes,No,No,No,No,1,34
C00619,1,9,20.29,4990.03,Two Year,Electronic Check,DSL,No,Male,1,Yes,No,Yes,Yes,No,No,No,5,3
C00620,0,26,77.62,7532.11,One Year,Electronic Check,No Internet,Yes,Female,1,No,Yes,No,Yes,Yes,Yes,Yes,4,68
C00621,0,9,46.86,6229.7,One Year,Bank Transfer,Fiber Optic,Yes,Male,0,Yes,Yes,No,Yes,No,No,No,5,5
C00622,0,15,41.63,1110.7,One Year,Bank Transfer,DSL,No,Male,1,No,No,Yes,No,Yes,Yes,Yes,4,10
C00623,0,10,48.07,2845.31,One Year,Bank Transfer,DSL,Yes,Female,0,Yes,No,Yes,Yes,Yes,No,No,4,52
C00624,0,42,43.04,3539.61,Month-to-Month,Credit Card,No Internet,Yes,Male,0,No,No,Yes,No,No,No,No,2,29
C00625,0,24,22.77,3228.1,Two Year,Mailed Check,DSL,No,Female,0,No,Yes,No,No,Yes,No,Yes,2,31
C00626,0,49,107.44,5387.54,Two Year,Mailed Check,DSL,No,Male,0,No,Yes,Yes,Yes,No,Yes,Yes,5,66
C00627,1,26,39.87,7145.96,Month-to-Month,Credit Card,Fiber Optic,No,Male,1,No,No,No,No,Yes,No,No,5,76
C00628,0,37,86.06,2517.81,Month-to-Month,Electronic Check,DSL,No,Male,0,Yes,Yes,No,Yes,No,Yes,No,3,69
C00629,0,68,88.63,4459.83,Two Year,Credit Card,DSL,No,Male,0,Yes,No,No,Yes,No,Yes,No,1,37
C00630,0,50,103.63,6336.33,One Year,Electronic Check,Fiber Optic,No,Male,0,No,No,No,No,Yes,No,Yes,1,27
C00631,1,24,22.75,3388.12,One Year,Credit Card,No Internet,Yes,Female,0,Yes,Yes,Yes,No,No,Yes,Yes,5,87
C00632,0,19,98.48,1428.13,Two Year,Credit Card,No Internet,No,Female,1,No,No,Yes,No,No,Yes,No,2,33
C00633,0,60,67.45,3852.11,One Year,Credit Card,Fiber Optic,Yes,Male,1,No,Yes,No,No,No,Yes,No,3,68
C00634,0,39,76.93,536.26,Month-to-Month,Mailed Check,Fiber Optic,No,Male,1,Yes,Yes,Yes,No,No,No,Yes,1,59
C00635,0,18,78.0,7544.83,One Year,Bank Transfer,No Internet,No,Female,0,Yes,No,Yes,Yes,Yes,Yes,Yes,5,64
C00636,0,19,93.78,691.09,One Year,Credit Card,No Internet,Yes,Female,1,No,Yes,Yes,No,Yes,Yes,No,2,85
C00637,0,36,50.01,3563.81,One Year,Mailed Check,No Internet,No,Male,1,Yes,No,No,Yes,Yes,No,Yes,2,88
C00638,0,55,85.97,4286.06,Two Year,Bank Transfer,No Internet,No,Male,0,No,Yes,Yes,Yes,No,No,No,2,44
C00639,0,69,67.57,7883.9,Month-to-Month,Bank Transfer,No Internet,Yes,Female,1,Yes,No,Yes,No,Yes,Yes,Yes,4,88
C00640,0,47,91.41,1411.57,One Year,Credit Card,Fiber Optic,No,Male,0,Yes,No,Yes,No,No,Yes,No,2,49
C00641,0,49,109.15,1004.01,Two Year,Electronic Check,DSL,Yes,Female,1,Yes,No,Yes,No,No,Yes,No,5,53
C00642,0,33,38.06,168.78,One Year,Electronic Check,No Internet,No,Male,1,Yes,Yes,Yes,No,No,Yes,No,3,74
C00643,0,21,109.52,1329.01,Month-to-Month,Electronic Check,No Internet,No,Female,1,Yes,No,Yes,No,Yes,No,Yes,5,49
C00644,0,22,28.08,1737.46,One Year,Credit Card,DSL,Yes,Female,1,No,Yes,Yes,Yes,Yes,No,No,2,66
C00645,1,48,20.21,5081.59,Month-to-Month,Electronic Check,DSL,No,Male,0,Yes,Yes,Yes,Yes,Yes,Yes,No,3,63
C00646,0,37,23.97,1835.68,One Year,Mailed Check,DSL,Yes,Female,0,Yes,Yes,Yes,Yes,Yes,No,Yes,1,25
C00647,0,15,50.76,262.11,Month-to-Month,Mailed Check,DSL,Yes,Male,1,No,Yes,Yes,No,No,Yes,No,1,4
C00648,1,35,76.96,6630.28,One Year,Mailed Check,DSL,Yes,Male,0,No,Yes,No,No,Yes,No,No,5,51
C00649,0,71,26.21,2988.21,Month-to-Month,Mailed Check,DSL,No,Male,1,No,No,Yes,Yes,Yes,No,No,3,11
C00650,0,32,20.51,2894.2,One Year,Bank Transfer,Fiber Optic,No,Male,1,Yes,Yes,No,No,Yes,Yes,Yes,5,17
C00651,0,11,104.34,2489.58,One Year,Mailed Check,DSL,Yes,Female,1,Yes,No,Yes,No,Yes,Yes,Yes,3,66
C00652,0,10,93.97,7805.45,Two Year,Electronic Check,DSL,No,Male,1,No,No,No,No,No,Yes,Yes,3,70
C00653,1,57,92.83,1443.91,Two Year,Credit Card,Fiber Optic,No,Male,1,No,Yes,No,Yes,Yes,Yes,Yes,5,73
C00654,0,25,99.6,7196.08,Month-to-Month,Electronic Check,DSL,No,Male,1,No,No,Yes,No,Yes,No,No,3,69
C00655,0,2,83.0,6236.75,One Year,Mailed Check,No Internet,Yes,Male,0,No,No,No,Yes,Yes,No,Yes,2,84
C00656,0,64,29.4,704.19,Month-to-Month,Bank Transfer,No Internet,No,Female,0,Yes,Yes,No,No,No,Yes,Yes,3,29
C00657,0,35,55.92,7895.16,Two Year,Mailed Check,DSL,Yes,Male,1,Yes,No,No,No,Yes,No,Yes,3,85
C00658,0,7,85.08,2243.79,Month-to-Month,Credit Card,Fiber Optic,No,Female,0,Yes,Yes,Yes,Yes,Yes,No,No,5,73
C00659,0,18,45.23,878.81,Month-to-Month,Electronic Check,No Internet,No,Female,1,Yes,Yes,No,No,Yes,Yes,No,1,72
C00660,0,67,81.87,6651.58,Two Year,Credit Card,Fiber Optic,Yes,Female,0,Yes,Yes,No,No,No,Yes,No,4,20
C00661,1,42,22.2,5682.74,One Year,Credit Card,No Internet,No,Male,0,No,No,Yes,No,No,No,Yes,3,27
C00662,0,39,47.55,4976.03,Month-to-Month,Credit Card,DSL,Yes,Male,0,Yes,No,No,Yes,Yes,Yes,No,4,8
C00663,0,41,69.42,1332.25,Two Year,Electronic Check,Fiber Optic,No,Male,1,No,No,No,No,Yes,Yes,No,3,85
C00664,0,24,76.89,3880.12,One Year,Mailed Check,Fiber Optic,Yes,Male,0,No,No,No,No,No,No,Yes,5,61
C00665,0,60,71.93,6266.39,Two Year,Credit Card,Fiber Optic,No,Female,1,No,Yes,Yes,No,No,No,No,5,28
C00666,0,46,82.8,2498.63,Month-to-Month,Electronic Check,No Internet,No,Female,1,Yes,Yes,No,No,No,Yes,Yes,3,87
C00667,0,19,20.55,2562.35,One Year,Bank Transfer,No Internet,No,Male,1,No,No,Yes,No,No,No,Yes,5,70
C00668,0,68,29.08,124.81,One Year,Electronic Check,No Internet,Yes,Male,0,Yes,Yes,No,Yes,No,Yes,No,5,3
C00669,0,42,98.2,1476.52,Two Year,Bank Transfer,DSL,Yes,Male,0,No,No,No,Yes,Yes,Yes,Yes,3,69
C00670,0,32,81.36,7015.7,Two Year,Electronic Check,No Internet,Yes,Male,0,Yes,Yes,No,No,Yes,No,Yes,1,73
C00671,1,39,30.16,3589.8,Two Year,Mailed Check,DSL,No,Male,1,No,Yes,No,No,Yes,No,Yes,3,7
C00672,0,36,95.79,7875.45,One Year,Credit Card,Fiber Optic,Yes,Male,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,60
C00673,0,36,41.8,3226.09,One Year,Mailed Check,Fiber Optic,Yes,Male,0,No,Yes,No,No,No,Yes,Yes,5,4
C00674,0,3,63.04,5749.97,Month-to-Month,Electronic Check,DSL,Yes,Female,1,No,Yes,Yes,No,No,Yes,Yes,1,5
C00675,1,8,33.07,2327.16,One Year,Credit Card,No Internet,Yes,Female,0,No,No,No,No,No,No,No,5,11
C00676,0,70,83.91,2974.1,Month-to-Month,Bank Transfer,DSL,Yes,Female,0,No,No,Yes,No,No,Yes,Yes,1,15
C00677,0,41,80.02,1606.74,Two Year,Electronic Check,Fiber Optic,Yes,Female,0,Yes,Yes,No,No,No,No,Yes,1,64
C00678,1,68,39.0,2841.79,Two Year,Credit Card,Fiber Optic,Yes,Male,0,Yes,No,No,No,Yes,Yes,Yes,3,13
C00679,1,13,97.71,4423.18,One Year,Bank Transfer,DSL,Yes,Male,1,Yes,Yes,Yes,No,Yes,No,Yes,1,7
C00680,1,49,56.12,7935.01,Two Year,Bank Transfer,No Internet,Yes,Male,0,No,Yes,Yes,No,Yes,Yes,No,5,6
C00681,0,60,46.33,5347.19,Two Year,Mailed Check,No Internet,Yes,Male,0,No,Yes,Yes,Yes,Yes,No,No,3,56
C00682,0,2,33.71,1674.04,One Year,Electronic Check,DSL,No,Male,0,No,Yes,Yes,Yes,Yes,Yes,Yes,1,64
C00683,0,60,43.96,455.2,Month-to-Month,Bank Transfer,DSL,No,Female,0,No,No,No,No,No,Yes,No,3,50
C00684,1,5,21.98,1098.22,One Year,Credit Card,No Internet,Yes,Male,0,No,Yes,Yes,No,No,Yes,Yes,4,30
C00685,0,44,72.49,4544.19,Month-to-Month,Bank Transfer,Fiber Optic,No,Female,0,No,No,Yes,No,No,Yes,Yes,3,22
C00686,0,27,95.8,6144.77,One Year,Bank Transfer,DSL,No,Male,0,Yes,Yes,Yes,No,No,No,Yes,4,25
C00687,0,32,69.41,7529.31,One Year,Mailed Check,No Internet,Yes,Female,1,Yes,Yes,No,Yes,No,No,Yes,4,28
C00688,1,21,39.73,225.0,Two Year,Mailed Check,No Internet,Yes,Male,1,Yes,No,No,Yes,Yes,No,No,3,84
C00689,0,8,23.03,4229.81,One Year,Credit Card,Fiber Optic,Yes,Female,1,Yes,Yes,No,Yes,Yes,No,No,5,39
C00690,0,50,39.32,3819.85,One Year,Mailed Check,Fiber Optic,No,Male,1,Yes,Yes,No,Yes,Yes,No,Yes,5,67
C00691,0,67,57.45,5282.83,Month-to-Month,Bank Transfer,Fiber Optic,Yes,Male,0,Yes,No,Yes,No,No,Yes,Yes,5,5
C00692,0,44,88.37,4520.67,Two Year,Bank Transfer,Fiber Optic,No,Male,1,Yes,No,No,No,No,No,No,2,65
C00693,0,58,36.91,5527.61,Month-to-Month,Mailed Check,Fiber Optic,Yes,Male,1,Yes,No,Yes,No,No,No,No,4,15
C00694,0,3,84.78,5298.85,Month-to-Month,Bank Transfer,DSL,No,Female,1,No,Yes,No,Yes,No,No,Yes,3,67
C00695,0,70,98.02,1024.39,Two Year,Bank Transfer,No Internet,No,Male,0,No,Yes,Yes,No,Yes,No,No,5,40
C00696,0,2,60.86,6417.77,Two Year,Credit Card,DSL,Yes,Female,1,No,No,Yes,No,No,Yes,Yes,5,69
C00697,0,44,93.93,1073.54,Two Year,Mailed Check,DSL,Yes,Male,1,No,No,Yes,Yes,Yes,Yes,No,3,77
C00698,0,2,69.92,5618.39,One Year,Bank Transfer,DSL,No,Female,0,No,Yes,Yes,Yes,No,Yes,No,4,43
C00699,0,35,77.34,3387.55,Two Year,Mailed Check,DSL,No,Male,1,No,Yes,Yes,Yes,Yes,Yes,No,3,1
C00700,0,30,67.37,4159.42,Two Year,Credit Card,DSL,Yes,Male,0,No,No,No,Yes,No,No,No,2,22
C00701,0,8,61.69,7236.05,Two Year,Mailed Check,Fiber Optic,Yes,Female,1,Yes,No,Yes,Yes,No,No,Yes,2,62
C00702,0,22,41.12,7130.08,Month-to-Month,Bank Transfer,Fiber Optic,No,Male,0,Yes,No,Yes,No,Yes,Yes,Yes,3,79
C00703,0,44,47.29,6561.06,Month-to-Month,Mailed Check,No Internet,Yes,Male,1,No,No,Yes,No,Yes,Yes,No,4,26
C00704,0,58,46.1,4130.17,One Year,Bank Transfer,DSL,No,Female,1,Yes,Yes,Yes,Yes,No,No,Yes,5,18
C00705,1,36,70.7,5916.29,Month-to-Month,Bank Transfer,No Internet,Yes,Male,1,Yes,Yes,No,No,Yes,No,No,2,48
C00706,0,69,30.8,4151.89,One Year,Bank Transfer,Fiber Optic,Yes,Female,0,Yes,Yes,No,No,No,Yes,No,2,9
C00707,1,31,102.51,6969.89,Month-to-Month,Credit Card,Fiber Optic,Yes,Male,1,Yes,Yes,Yes,No,No,Yes,Yes,4,1
C00708,0,47,84.86,3281.93,Two Year,Mailed Check,Fiber Optic,No,Female,0,Yes,No,Yes,No,Yes,Yes,Yes,2,9
C00709,0,55,56.13,7764.86,Month-to-Month,Credit Card,DSL,Yes,Female,0,No,Yes,Yes,Yes,No,Yes,Yes,2,23
C00710,1,62,34.28,7465.35,One Year,Mailed Check,DSL,No,Female,0,Yes,No,Yes,No,No,No,No,4,45
C00711,0,30,99.38,5958.66,Month-to-Month,Credit Card,Fiber Optic,Yes,Female,0,No,Yes,No,No,Yes,No,Yes,3,2
C00712,0,55,94.14,2307.39,Two Year,Electronic Check,No Internet,No,Male,1,No,Yes,No,No,No,No,Yes,5,14
C00713,0,16,84.95,1140.06,One Year,Bank Transfer,No Internet,No,Male,1,No,Yes,Yes,Yes,No,Yes,Yes,5,38
C00714,0,12,44.44,6852.16,Two Year,Bank Transfer,Fiber Optic,Yes,Female,1,Yes,No,Yes,No,No,No,Yes,2,40
C00715,1,17,56.22,1405.89,Two Year,Credit Card,No Internet,No,Male,0,No,Yes,Yes,Yes,No,No,No,5,63
C00716,1,16,29.25,6848.66,One Year,Electronic Check,Fiber Optic,No,Male,1,No,No,Yes,Yes,Yes,Yes,No,3,82
C00717,1,12,37.01,3977.04,Two Year,Bank Transfer,No Internet,No,Male,0,No,No,Yes,Yes,Yes,Yes,No,2,16
C00718,0,8,90.47,3311.8,Two Year,Mailed Check,Fiber Optic,No,Female,0,No,Yes,No,Yes,Yes,Yes,No,5,75
C00719,0,3,84.35,7235.21,Month-to-Month,Credit Card,No Internet,Yes,Male,0,Yes,No,No,No,No,Yes,No,1,6
C00720,1,16,73.41,4870.42,Two Year,Bank Transfer,DSL,Yes,Male,1,No,Yes,Yes,Yes,Yes,Yes,No,1,3
C00721,0,30,100.62,4655.25,Two Year,Bank Transfer,Fiber Optic,Yes,Female,1,No,No,No,Yes,Yes,Yes,No,1,14
C00722,0,23,72.49,4514.25,Two Year,Credit Card,Fiber Optic,No,Male,0,No,Yes,No,Yes,Yes,No,Yes,1,66
C00723,1,5,62.03,3032.24,Two Year,Credit Card,No Internet,No,Female,1,No,No,No,Yes,No,No,No,1,75
C00724,0,65,50.63,6306.58,One Year,Mailed Check,Fiber Optic,Yes,Female,1,Yes,No,Yes,Yes,Yes,No,No,2,86
C00725,1,30,104.64,2097.11,Month-to-Month,Mailed Check,Fiber Optic,Yes,Female,0,No,Yes,No,No,Yes,No,No,4,67
C00726,0,21,27.44,7517.27,Two Year,Bank Transfer,Fiber Optic,No,Male,0,No,Yes,No,Yes,No,No,No,4,31
C00727,1,70,103.78,7162.48,Two Year,Bank Transfer,DSL,Yes,Male,1,No,Yes,Yes,No,No,No,Yes,2,33
C00728,0,22,94.4,2766.09,One Year,Credit Card,DSL,Yes,Female,0,No,Yes,No,No,No,Yes,No,2,88
C00729,0,32,31.69,5862.76,Two Year,Bank Transfer,No Internet,No,Female,0,No,No,Yes,Yes,No,Yes,No,3,1
C00730,0,33,70.85,4628.46,One Year,Bank Transfer,DSL,Yes,Female,1,No,No,No,No,No,Yes,Yes,4,44
C00731,1,16,97.99,2767.43,Month-to-Month,Credit Card,No Internet,No,Female,1,Yes,No,Yes,No,No,No,No,1,15
C00732,0,38,71.46,7909.32,Month-to-Month,Bank Transfer,DSL,Yes,Female,0,No,No,Yes,No,Yes,No,No,2,37
C00733,0,14,101.65,299.38,Two Year,Bank Transfer,No Internet,No,Female,1,Yes,Yes,No,Yes,Yes,Yes,No,1,27
C00734,0,36,104.87,2095.9,Two Year,Electronic Check,DSL,No,Male,0,Yes,No,No,Yes,No,Yes,No,4,48
C00735,1,23,58.01,4208.59,Two Year,Mailed Check,DSL,No,Female,0,No,Yes,Yes,Yes,No,Yes,No,5,27
C00736,0,66,53.96,4223.43,One Year,Credit Card,No Internet,No,Female,1,Yes,No,Yes,Yes,Yes,Yes,No,5,12
C00737,1,2,104.27,4752.57,Two Year,Electronic Check,Fiber Optic,No,Female,0,No,Yes,No,Yes,No,Yes,No,2,67
C00738,0,65,80.76,6038.24,Two Year,Mailed Check,Fiber Optic,Yes,Male,0,Yes,Yes,No,Yes,No,No,Yes,3,30
C00739,0,67,30.44,5025.47,Month-to-Month,Mailed Check,DSL,Yes,Male,0,No,Yes,No,Yes,Yes,No,Yes,1,87
C00740,0,52,23.81,4842.22,Two Year,Mailed Check,No Internet,Yes,Male,1,Yes,Yes,No,No,No,No,No,2,66
C00741,0,62,70.82,522.76,Month-to-Month,Electronic Check,Fiber Optic,No,Male,1,Yes,Yes,Yes,No,No,Yes,Yes,3,7
C00742,1,23,103.72,3074.59,Two Year,Electronic Check,No Internet,Yes,Female,1,No,No,Yes,Yes,Yes,No,No,1,34
C00743,0,26,95.98,1933.24,Month-to-Month,Mailed Check,Fiber Optic,No,Male,0,Yes,Yes,Yes,No,Yes,Yes,Yes,4,32
C00744,0,68,80.83,2196.42,Two Year,Bank Transfer,No Internet,No,Female,0,Yes,No,No,Yes,Yes,No,No,5,39
C00745,1,55,32.52,4479.27,Month-to-Month,Bank Transfer,DSL,Yes,Female,1,Yes,No,No,Yes,Yes,Yes,Yes,3,43
C00746,0,6,42.88,1676.09,One Year,Electronic Check,No Internet,No,Female,1,Yes,Yes,Yes,Yes,Yes,Yes,No,1,43
C00747,0,35,98.8,2422.2,Month-to-Month,Electronic Check,Fiber Optic,Yes,Female,1,Yes,No,Yes,No,No,No,Yes,2,78
C00748,1,22,36.45,1972.97,Month-to-Month,Electronic Check,DSL,No,Female,0,No,No,Yes,Yes,No,No,Yes,1,3
C00749,0,43,45.06,7593.17,Month-to-Month,Mailed Check,No Internet,No,Female,1,Yes,No,Yes,Yes,No,No,No,2,46
C00750,0,15,31.66,7562.86,Two Year,Bank Transfer,Fiber Optic,Yes,Male,0,Yes,Yes,Yes,Yes,No,No,No,5,32
C00751,1,60,80.85,4918.54,Two Year,Electronic Check,DSL,No,Male,1,No,Yes,Yes,Yes,No,No,Yes,5,43
C00752,0,12,104.96,7403.73,Two Year,Electronic Check,No Internet,Yes,Male,0,No,Yes,No,No,Yes,Yes,Yes,1,81
C00753,0,49,44.21,6307.92,One Year,Credit Card,Fiber Optic,No,Male,0,No,Yes,Yes,Yes,No,No,No,1,3
C00754,0,42,62.79,4760.59,One Year,Mailed Check,No Internet,Yes,Male,1,Yes,No,Yes,No,No,No,Yes,2,74
C00755,1,38,77.09,150.84,Month-to-Month,Credit Card,No Internet,No,Female,0,Yes,No,Yes,No,No,Yes,No,2,63
C00756,0,45,109.95,6202.88,One Year,Bank Transfer,DSL,Yes,Male,1,Yes,No,Yes,Yes,No,No,Yes,3,40
C00757,0,35,29.43,5649.66,Month-to-Month,Credit Card,DSL,Yes,Male,0,Yes,No,Yes,Yes,No,Yes,Yes,3,18
C00758,1,30,64.87,4960.5,Month-to-Month,Credit Card,Fiber Optic,No,Male,0,No,No,Yes,No,Yes,No,No,3,67
C00759,1,30,54.66,6107.35,Month-to-Month,Credit Card,DSL,Yes,Female,1,No,No,Yes,No,No,No,No,1,62
C00760,0,6,97.92,4152.09,One Year,Mailed Check,Fiber Optic,No,Female,0,Yes,Yes,No,No,No,Yes,No,3,10
C00761,0,67,62.84,5662.26,Two Year,Bank Transfer,No Internet,No,Female,1,Yes,No,Yes,No,No,No,Yes,1,52
C00762,0,7,29.99,7487.86,One Year,Credit Card,No Internet,Yes,Male,1,Yes,No,No,Yes,No,No,Yes,5,73
C00763,1,52,77.1,3068.86,Month-to-Month,Mailed Check,Fiber Optic,Yes,Male,1,Yes,No,No,No,No,No,Yes,4,46
C00764,0,14,89.37,5694.16,Month-to-Month,Bank Transfer,No Internet,Yes,Male,0,No,Yes,No,No,No,No,No,5,55
C00765,0,15,20.26,3857.93,One Year,Electronic Check,DSL,Yes,Male,0,No,No,Yes,No,Yes,Yes,Yes,1,46
C00766,1,21,97.31,5427.76,Month-to-Month,Credit Card,No Internet,Yes,Male,0,Yes,No,Yes,No,No,Yes,Yes,1,75
C00767,1,35,36.74,6126.86,Month-to-Month,Bank Transfer,DSL,No,Female,1,No,Yes,Yes,Yes,Yes,No,No,4,60
C00768,0,66,69.69,459.07,One Year,Credit Card,Fiber Optic,Yes,Male,1,Yes,No,Yes,Yes,Yes,No,Yes,2,26
C00769,1,2,57.42,5208.14,One Year,Electronic Check,Fiber Optic,No,Female,0,Yes,Yes,Yes,Yes,No,Yes,Yes,2,27
C00770,0,35,84.77,1891.26,One Year,Bank Transfer,No Internet,Yes,Male,0,No,Yes,Yes,No,No,Yes,No,2,38
C00771,1,20,53.4,5393.26,Month-to-Month,Mailed Check,No Internet,Yes,Female,1,Yes,No,Yes,No,No,No,No,3,22
C00772,0,10,98.28,3799.81,Month-to-Month,Bank Transfer,DSL,Yes,Female,0,No,No,Yes,Yes,Yes,Yes,No,2,26
C00773,0,25,85.74,6211.07,Two Year,Mailed Check,DSL,No,Female,1,Yes,Yes,Yes,Yes,No,Yes,No,3,86
C00774,1,66,78.29,1074.87,Two Year,Bank Transfer,No Internet,Yes,Female,0,No,No,Yes,No,No,Yes,No,3,69
C00775,0,25,91.66,5047.95,One Year,Mailed Check,No Internet,No,Male,1,Yes,No,No,Yes,No,Yes,No,2,35
C00776,0,54,87.86,2299.92,Two Year,Electronic Check,Fiber Optic,No,Male,0,No,Yes,Yes,No,Yes,No,No,2,66
C00777,0,33,23.23,6838.56,Month-to-Month,Electronic Check,Fiber Optic,No,Male,0,Yes,Yes,Yes,No,Yes,Yes,No,4,73
C00778,0,36,55.53,7434.23,Two Year,Electronic Check,Fiber Optic,Yes,Female,1,Yes,No,Yes,No,No,No,No,4,51
C00779,0,14,103.77,7971.55,Month-to-Month,Bank Transfer,No Internet,No,Male,1,No,Yes,No,No,Yes,No,Yes,3,18
C00780,0,65,31.32,6388.46,One Year,Electronic Check,No Internet,Yes,Male,1,Yes,No,Yes,No,No,Yes,No,4,43
C00781,0,54,86.34,6054.5,One Year,Credit Card,No Internet,No,Male,0,No,No,Yes,No,Yes,No,No,3,12
C00782,0,52,107.71,1802.46,Month-to-Month,Electronic Check,Fiber Optic,Yes,Male,1,No,No,No,Yes,No,No,Yes,1,3
C00783,0,3,24.7,2754.46,Two Year,Mailed Check,No Internet,No,Female,1,Yes,No,Yes,Yes,Yes,Yes,No,3,82
C00784,0,41,81.4,3778.89,One Year,Mailed Check,DSL,Yes,Female,0,Yes,Yes,No,Yes,No,Yes,Yes,3,7
C00785,1,6,62.13,6209.71,One Year,Mailed Check,No Internet,Yes,Male,1,Yes,No,No,No,No,Yes,Yes,4,6
C00786,0,25,72.13,7328.23,Two Year,Bank Transfer,No Internet,Yes,Male,1,Yes,Yes,No,Yes,Yes,No,No,1,82
C00787,0,13,27.68,1594.2,Two Year,Credit Card,No Internet,No,Male,1,No,No,No,No,Yes,No,Yes,5,45
C00788,0,8,23.87,7386.7,Month-to-Month,Electronic Check,No Internet,No,Female,0,Yes,No,Yes,No,Yes,No,No,5,86
C00789,1,21,80.02,5595.43,Two Year,Credit Card,No Internet,Yes,Female,0,Yes,Yes,No,No,Yes,No,No,5,39
C00790,0,68,94.1,4925.09,Two Year,Credit Card,DSL,No,Female,0,Yes,No,No,No,Yes,Yes,Yes,1,51
C00791,0,25,90.38,1678.75,Two Year,Mailed Check,DSL,No,Male,1,No,Yes,Yes,Yes,No,No,Yes,2,9
C00792,0,68,68.94,538.65,Month-to-Month,Mailed Check,No Internet,No,Female,0,Yes,Yes,Yes,Yes,No,Yes,Yes,1,23
C00793,0,45,28.99,4590.87,Month-to-Month,Mailed Check,Fiber Optic,No,Female,1,No,No,Yes,Yes,Yes,Yes,No,4,12
C00794,0,60,81.92,5246.97,One Year,Bank Transfer,No Internet,No,Female,1,Yes,No,No,No,No,Yes,No,3,88
C00795,1,12,41.77,1765.17,Month-to-Month,Credit Card,No Internet,No,Female,1,No,No,Yes,Yes,No,Yes,Yes,3,62
C00796,1,32,102.0,4496.0,One Year,Credit Card,No Internet,No,Female,0,Yes,No,No,Yes,Yes,No,No,4,73
C00797,0,13,95.44,6866.3,Two Year,Bank Transfer,Fiber Optic,Yes,Male,0,Yes,Yes,No,Yes,No,Yes,No,4,77
C00798,0,31,83.84,6697.02,One Year,Bank Transfer,Fiber Optic,Yes,Male,1,No,No,Yes,No,No,No,Yes,3,40
C00799,1,20,105.4,7426.11,One Year,Bank Transfer,Fiber Optic,No,Male,1,Yes,No,Yes,Yes,Yes,Yes,Yes,2,54
C00800,0,18,22.83,2990.5,Two Year,Credit Card,DSL,Yes,Male,0,Yes,No,Yes,No,Yes,Yes,Yes,2,81
C00801,0,60,86.26,2612.59,One Year,Credit Card,Fiber Optic,Yes,Female,0,Yes,No,Yes,Yes,No,Yes,Yes,2,7
C00802,0,63,49.72,6020.47,Month-to-Month,Mailed Check,DSL,Yes,Male,0,No,No,Yes,No,Yes,No,Yes,4,17
C00803,0,6,101.55,3505.79,Month-to-Month,Mailed Check,DSL,No,Male,1,Yes,Yes,Yes,Yes,No,Yes,Yes,3,50
C00804,0,32,44.0,791.63,Month-to-Month,Credit Card,Fiber Optic,No,Male,0,No,No,No,Yes,Yes,Yes,Yes,3,24
C00805,0,43,85.24,2334.13,Month-to-Month,Mailed Check,Fiber Optic,No,Female,0,No,Yes,No,Yes,Yes,Yes,Yes,3,2
C00806,1,2,98.99,3406.8,One Year,Bank Transfer,Fiber Optic,No,Male,0,No,No,Yes,No,Yes,Yes,Yes,1,83
C00807,1,60,23.75,2410.88,One Year,Electronic Check,DSL,No,Female,1,Yes,No,No,Yes,Yes,No,Yes,1,33
C00808,0,23,55.79,2724.42,Two Year,Mailed Check,No Internet,Yes,Female,0,No,No,No,Yes,No,No,No,5,21
C00809,0,31,88.61,2420.83,One Year,Credit Card,Fiber Optic,No,Female,1,No,Yes,No,No,Yes,Yes,No,1,74
C00810,1,5,60.94,427.84,One Year,Mailed Check,Fiber Optic,Yes,Male,1,Yes,No,No,No,Yes,Yes,Yes,2,53
C00811,1,34,44.05,5133.05,One Year,Mailed Check,Fiber Optic,No,Female,1,No,Yes,No,No,No,No,No,2,46
